GO:0000145	exocyst	A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals.
GO:0000419	DNA-directed RNA polymerase V complex	RNA polymerase V is a multisubunit RNA polymerase complex found in the nucleus of plants and involved in accumulation of siRNAs and in DNA methylation-dependent silencing of endogenous repeated sequences. Pol V is composed of subunits that are paralogous or identical to the 12 subunits of Pol II. Two large subunits comprise the most conserved portion including the catalytic site and share similarity with other eukaryotic and bacterial multisubunit RNA polymerases. The second largest subunit is also found in RNA polymerase IVa, while the largest subunit is found only in the IVa complex and contains an extended C-terminal domain (CTD) that includes multiple repeats of a 16 amino-acid consensus sequence as well as other sequences. The remainder of the complex is composed of smaller subunits.
GO:0000446	nucleoplasmic THO complex	The THO complex when it is acting as a nuclear complex that is required for transcription elongation through genes containing tandemly repeated DNA sequences. In S. cerevisiae, it is composed of four subunits: Hpr1, Tho2, Thp2, and Mft1, while the human complex is composed of 7 subunits.
GO:0000446	nucleoplasmic THO complex	The THO complex when it is acting as a nuclear complex that is required for transcription elongation through genes containing tandemly repeated DNA sequences. In S. cerevisiae, it is composed of four subunits: Hpr1, Tho2, Thp2, and Mft1, while the human complex is composed of 7 subunits.
GO:0000500	RNA polymerase I upstream activating factor complex	A complex required for the transcription of rDNA by RNA polymerase I. In yeast the complex consists of Rrrn5p, Rrn9p, Rrn10p, histones H3 and H4, and Uaf30p.
GO:0000500	RNA polymerase I upstream activating factor complex	A complex required for the transcription of rDNA by RNA polymerase I. In yeast the complex consists of Rrrn5p, Rrn9p, Rrn10p, histones H3 and H4, and Uaf30p.
GO:0000812	Swr1 complex	A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits.
GO:0000813	ESCRT I complex	An endosomal sorting complex required for transport. It consists of the class E vacuolar protein sorting (Vps) proteins and interacts with ubiquitinated cargoes.
GO:0000813	ESCRT I complex	An endosomal sorting complex required for transport. It consists of the class E vacuolar protein sorting (Vps) proteins and interacts with ubiquitinated cargoes.
GO:0000813	ESCRT I complex	An endosomal sorting complex required for transport. It consists of the class E vacuolar protein sorting (Vps) proteins and interacts with ubiquitinated cargoes.
GO:0000814	ESCRT II complex	An endosomal sorting complex required for transport and functions downstream of ESCRT I complex. It consists of the class E vacuolar protein sorting (Vps) proteins and is required for the membrane recruitment of ESCRT III complex and binds to ubiquitinated cargoes.
GO:0000814	ESCRT II complex	An endosomal sorting complex required for transport and functions downstream of ESCRT I complex. It consists of the class E vacuolar protein sorting (Vps) proteins and is required for the membrane recruitment of ESCRT III complex and binds to ubiquitinated cargoes.
GO:0000814	ESCRT II complex	An endosomal sorting complex required for transport and functions downstream of ESCRT I complex. It consists of the class E vacuolar protein sorting (Vps) proteins and is required for the membrane recruitment of ESCRT III complex and binds to ubiquitinated cargoes.
GO:0000815	ESCRT III complex	An endosomal sorting complex required for transport. Consists of two soluble subcomplexes of highly charged coiled-coil proteins and is required for sorting and/or concentration of multivesicular body (MVB) cargoes.
GO:0000815	ESCRT III complex	An endosomal sorting complex required for transport. Consists of two soluble subcomplexes of highly charged coiled-coil proteins and is required for sorting and/or concentration of multivesicular body (MVB) cargoes.
GO:0000815	ESCRT III complex	An endosomal sorting complex required for transport. Consists of two soluble subcomplexes of highly charged coiled-coil proteins and is required for sorting and/or concentration of multivesicular body (MVB) cargoes.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000837	Doa10p ubiquitin ligase complex	A multiprotein complex that recognizes and ubiquitinates membrane proteins with misfolded cytosolic domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Ssm4p/Doa10p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000838	Hrd1p ubiquitin ligase ERAD-M complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded membrane domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000839	Hrd1p ubiquitin ligase ERAD-L complex	A multiprotein complex that recognizes and ubiquitinates proteins with misfolded luminal domains during ER-associated protein degradation (ERAD). In S. cerevisiae, this complex contains the ubiquitin ligase Hrd1p.
GO:0000927	gamma-tubulin small complex, centrosomal	A centrosomal complex usually comprising two gamma-tubulin molecules, at least two conserved non-tubulin proteins that multimerize along with additional non-tubulin proteins in animal cells into larger functional complexes. Gamma-tubulin small complexes are thought to be the repeating unit making up the core of the gamma-tubulin ring complex. An example of this structure is found in Mus musculus.
GO:0001401	mitochondrial sorting and assembly machinery complex	A large complex of the mitochondrial outer membrane that mediates sorting of some imported proteins to the outer membrane and their assembly in the membrane; functions after import of incoming proteins by the mitochondrial outer membrane translocase complex.
GO:0001401	mitochondrial sorting and assembly machinery complex	A large complex of the mitochondrial outer membrane that mediates sorting of some imported proteins to the outer membrane and their assembly in the membrane; functions after import of incoming proteins by the mitochondrial outer membrane translocase complex.
GO:0001401	mitochondrial sorting and assembly machinery complex	A large complex of the mitochondrial outer membrane that mediates sorting of some imported proteins to the outer membrane and their assembly in the membrane; functions after import of incoming proteins by the mitochondrial outer membrane translocase complex.
GO:0001401	mitochondrial sorting and assembly machinery complex	A large complex of the mitochondrial outer membrane that mediates sorting of some imported proteins to the outer membrane and their assembly in the membrane; functions after import of incoming proteins by the mitochondrial outer membrane translocase complex.
GO:0001401	mitochondrial sorting and assembly machinery complex	A large complex of the mitochondrial outer membrane that mediates sorting of some imported proteins to the outer membrane and their assembly in the membrane; functions after import of incoming proteins by the mitochondrial outer membrane translocase complex.
GO:0001405	presequence translocase-associated import motor	Protein complex located on the matrix side of the mitochondrial inner membrane and associated with the presequence translocase complex; hydrolyzes ATP to provide the force to drive import of proteins into the mitochondrial matrix.
GO:0001405	presequence translocase-associated import motor	Protein complex located on the matrix side of the mitochondrial inner membrane and associated with the presequence translocase complex; hydrolyzes ATP to provide the force to drive import of proteins into the mitochondrial matrix.
GO:0001405	presequence translocase-associated import motor	Protein complex located on the matrix side of the mitochondrial inner membrane and associated with the presequence translocase complex; hydrolyzes ATP to provide the force to drive import of proteins into the mitochondrial matrix.
GO:0001405	presequence translocase-associated import motor	Protein complex located on the matrix side of the mitochondrial inner membrane and associated with the presequence translocase complex; hydrolyzes ATP to provide the force to drive import of proteins into the mitochondrial matrix.
GO:0001405	presequence translocase-associated import motor	Protein complex located on the matrix side of the mitochondrial inner membrane and associated with the presequence translocase complex; hydrolyzes ATP to provide the force to drive import of proteins into the mitochondrial matrix.
GO:0002095	caveolar macromolecular signaling complex	A complex composed of proteins required for beta adrenergic receptor activation of protein kinase A. It includes the Cav 12. subunit of L-type calcium channel, protein kinase A regulatory subunit 2(PKAR2), adenyl cyclase, beta-adrenergic receptor, G-alpha-S, protein phosphatase 2A (PP2A) and caveolin 3 (CAV3).
GO:0002095	caveolar macromolecular signaling complex	A complex composed of proteins required for beta adrenergic receptor activation of protein kinase A. It includes the Cav 12. subunit of L-type calcium channel, protein kinase A regulatory subunit 2(PKAR2), adenyl cyclase, beta-adrenergic receptor, G-alpha-S, protein phosphatase 2A (PP2A) and caveolin 3 (CAV3).
GO:0002095	caveolar macromolecular signaling complex	A complex composed of proteins required for beta adrenergic receptor activation of protein kinase A. It includes the Cav 12. subunit of L-type calcium channel, protein kinase A regulatory subunit 2(PKAR2), adenyl cyclase, beta-adrenergic receptor, G-alpha-S, protein phosphatase 2A (PP2A) and caveolin 3 (CAV3).
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002179	homodimeric serine palmitoyltransferase complex	A homodimeric complex which transfers a palmitoyl group onto serine, forming 3-dehydro-D-sphinganine.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002944	cyclin K-CDK12 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 12 (CDK12). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002945	cyclin K-CDK13 complex	A protein complex consisting of cyclin Kand cyclin-dependent kinase 13 (CDK13). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.
GO:0002947	tumor necrosis factor receptor superfamily complex	A receptor complex that contains one or more members of the tumor necrosis factor (TNF) receptor superfamily.
GO:0002947	tumor necrosis factor receptor superfamily complex	A receptor complex that contains one or more members of the tumor necrosis factor (TNF) receptor superfamily.
GO:0005582	collagen type XV trimer	A collagen homotrimer of alpha1(XV) chains; a chondroitin sulfate proteoglycan often found in specialized basement membranes where it bridges between fibrils.
GO:0005582	collagen type XV trimer	A collagen homotrimer of alpha1(XV) chains; a chondroitin sulfate proteoglycan often found in specialized basement membranes where it bridges between fibrils.
GO:0005584	collagen type I trimer	A collagen trimer containing alpha(I) chains. The most common form of type I collagen is a heterotrimer containing two alpha1(I) chains and one alpha2(I) chain; homotrimers containing three alpha1(I) chains are also found. Type I collagen triple helices associate to form banded fibrils.
GO:0005585	collagen type II trimer	A collagen homotrimer of alpha1(II) chains; type II collagen triple helices associate to form fibrils.
GO:0005586	collagen type III trimer	A collagen homotrimer of alpha1(III) chains; type III collagen triple helices associate to form fibrils.
GO:0005587	collagen type IV trimer	A collagen heterotrimer containing type IV alpha chains; [alpha1(IV)]2alpha2(IV) trimers are commonly observed, although more type IV alpha chains exist and may be present in type IV trimers; type IV collagen triple helices associate to form 3 dimensional nets within basement membranes.
GO:0005587	collagen type IV trimer	A collagen heterotrimer containing type IV alpha chains; [alpha1(IV)]2alpha2(IV) trimers are commonly observed, although more type IV alpha chains exist and may be present in type IV trimers; type IV collagen triple helices associate to form 3 dimensional nets within basement membranes.
GO:0005587	collagen type IV trimer	A collagen heterotrimer containing type IV alpha chains; [alpha1(IV)]2alpha2(IV) trimers are commonly observed, although more type IV alpha chains exist and may be present in type IV trimers; type IV collagen triple helices associate to form 3 dimensional nets within basement membranes.
GO:0005588	collagen type V trimer	A collagen heterotrimer containing type V alpha chains; [alpha1(V)]2alpha2(V) and alpha1(V)alpha2(V)alpha3(V) trimers have been observed; type V collagen triple helices associate to form fibrils.
GO:0005589	collagen type VI trimer	A collagen heterotrimer containing type VI alpha chains in alpha1(VI)alpha2(VI)alpha3(VI) trimers; type VI collagen triple helices associate to form beaded fibrils.
GO:0005590	collagen type VII trimer	A collagen homotrimer of alpha1(VII) chains; type VII collagen triple helices form antiparallel dimer, which in turn associate laterally to form anchoring fibrils that connect type IV collagen in the basal lamina to plaques in the underlying connective tissue. It binds laminin.
GO:0005590	collagen type VII trimer	A collagen homotrimer of alpha1(VII) chains; type VII collagen triple helices form antiparallel dimer, which in turn associate laterally to form anchoring fibrils that connect type IV collagen in the basal lamina to plaques in the underlying connective tissue. It binds laminin.
GO:0005591	collagen type VIII trimer	A collagen heterotrimer containing type VIII alpha chains; [alpha1(VIII)2]alpha2(VIII) and alpha1(VIII)[alpha2(VIII)]2 trimers have been observed; type VIII collagen triple helices associate to form regular hexagonal nets.
GO:0005591	collagen type VIII trimer	A collagen heterotrimer containing type VIII alpha chains; [alpha1(VIII)2]alpha2(VIII) and alpha1(VIII)[alpha2(VIII)]2 trimers have been observed; type VIII collagen triple helices associate to form regular hexagonal nets.
GO:0005591	collagen type VIII trimer	A collagen heterotrimer containing type VIII alpha chains; [alpha1(VIII)2]alpha2(VIII) and alpha1(VIII)[alpha2(VIII)]2 trimers have been observed; type VIII collagen triple helices associate to form regular hexagonal nets.
GO:0005592	collagen type XI trimer	A collagen heterotrimer containing type XI alpha chains in alpha1(XI)alpha2(XI)alpha3(XI) trimers; type XI collagen triple helices associate to form fibrils.
GO:0005594	collagen type IX trimer	A collagen heterotrimer containing type IX alpha chains in alpha1(IX)alpha2(IX)alpha3(IX) trimers; type IX collagen triple helices associate to form a structure that links glycosaminoglycans to type II collagen fibrils.
GO:0005595	collagen type XII trimer	A collagen homotrimer of alpha1(XII) chains; type XII collagen triple helices may link sheet-forming or fibrillar collagens to other structures.
GO:0005595	collagen type XII trimer	A collagen homotrimer of alpha1(XII) chains; type XII collagen triple helices may link sheet-forming or fibrillar collagens to other structures.
GO:0005596	collagen type XIV trimer	A collagen homotrimer of alpha1(XIV) chains; type XIV collagen triple helices may link sheet-forming or fibrillar collagens to other structures.
GO:0005596	collagen type XIV trimer	A collagen homotrimer of alpha1(XIV) chains; type XIV collagen triple helices may link sheet-forming or fibrillar collagens to other structures.
GO:0005597	collagen type XVI trimer	A collagen trimer containing alpha(XVI) chains; type XVI trimers can associate with microfibrils.
GO:0005599	collagen type X trimer	A collagen homotrimer of alpha1(X) chains; type X collagen triple helices form hexagonal networks (sheets).
GO:0005599	collagen type X trimer	A collagen homotrimer of alpha1(X) chains; type X collagen triple helices form hexagonal networks (sheets).
GO:0005599	collagen type X trimer	A collagen homotrimer of alpha1(X) chains; type X collagen triple helices form hexagonal networks (sheets).
GO:0005600	collagen type XIII trimer	A collagen homotrimer of alpha1(XIII) chains; type XIII collagen triple helices span the plasma membrane.
GO:0005600	collagen type XIII trimer	A collagen homotrimer of alpha1(XIII) chains; type XIII collagen triple helices span the plasma membrane.
GO:0005600	collagen type XIII trimer	A collagen homotrimer of alpha1(XIII) chains; type XIII collagen triple helices span the plasma membrane.
GO:0005600	collagen type XIII trimer	A collagen homotrimer of alpha1(XIII) chains; type XIII collagen triple helices span the plasma membrane.
GO:0005600	collagen type XIII trimer	A collagen homotrimer of alpha1(XIII) chains; type XIII collagen triple helices span the plasma membrane.
GO:0005606	laminin-1 complex	A laminin complex composed of alpha1, beta1 and gamma1 polypeptide chains.
GO:0005607	laminin-2 complex	A laminin complex composed of alpha2, beta1 and gamma1 polypeptide chains.
GO:0005608	laminin-3 complex	A laminin complex composed of alpha1, beta2 and gamma1 polypeptide chains.
GO:0005609	laminin-4 complex	A laminin complex composed of alpha2, beta2 and gamma1 polypeptide chains.
GO:0005610	laminin-5 complex	A laminin complex composed of alpha3, beta3 and gamma2 polypeptide chains.
GO:0005611	laminin-6 complex	A laminin complex composed of alpha3, beta1 and gamma1 polypeptide chains.
GO:0005612	laminin-7 complex	A laminin complex composed of alpha3, beta2 and gamma1 polypeptide chains.
GO:0005658	alpha DNA polymerase:primase complex	A complex of four polypeptides, comprising large and small DNA polymerase alpha subunits and two primase subunits, which catalyzes the synthesis of an RNA primer on the lagging strand of replicating DNA; the smaller of the two primase subunits alone can catalyze oligoribonucleotide synthesis.
